"date	time	token	type	amount	value_then	value_now	exchange_rate_then	tx	note",,,
"13-04-20	10:29:04 GMT +00:00	BTC	received	0.00158568	$10.64 	$10.66 	""$6","712.59 """,b21d70baf21eb0f9b286ba76daf1be385276450c09eb6ec73a445c726e4b5c54,Covid19 Research
"11-04-20	07:57:05 GMT +00:00	BTC	received	0.00156618	$10.79 	$10.53 	""$6","892.01 """,f0259bf6f6b4f749c402cb9ad51a156c9cd9d89e3099ef5c382894d16205533a,Artificial Intellgence/Computer vision
